Store_ID,Vendor_ID,Product_SKU,Revenue,Units_Sold,Transaction_ID,Day,Month,Year,Quarter,StoreName,VendorName,Category,Product_Brand,Discount_Applied,Customer_Segment,Sales_Channel
ST0007,VND0014,TAM-2870,337496,5,TXN000427,24,9,2023,3,OfficeMax Pune,Lenovo India,Camera,Tamron,0.25,Gaming,Online
ST0012,VND0009,MSI-GE76,180499,1,TXN000428,17,8,2023,3,SmartChoice Bhopal,Bose India,Gaming Laptops,MSI,0.05,Professional,In-Store
ST0010,VND0012,APL-IPD11,147198,2,TXN000429,23,4,2024,2,MobileMart Lucknow,MSI India,Tablets,Apple,0.08,Business,In-Store
ST0019,VND0017,STE-DECK,229995,5,TXN000430,17,11,2023,4,FitTech Coimbatore,OnePlus India,Gaming Console,Steam,0.08,Fitness,Online
ST0029,VND0002,JBL-FLP6,30398,2,TXN000431,16,7,2024,3,SmartHome Delhi,Samsung Electronics,Audio,JBL,0.05,Mass Market,Online
ST0014,VND0019,GAR-WTC6,32499,2,TXN000432,1,7,2024,3,AudioWorld Kochi,Vivo India,Wearables,Garmin,0.35,Mass Market,Online
ST0016,VND0016,HUA-P60,61599,1,TXN000433,2,1,2023,1,ConnectStore Vadodara,Fujifilm India,Smartphones,Huawei,0.12,Student,Online
ST0038,VND0034,FUJ-XT5,77999,1,TXN000434,6,4,2023,2,TechMart Bhopal,Logitech India,Camera,Fujifilm,0.35,Fitness,Online
ST0027,VND0037,MIC-SF8,323996,4,TXN000435,8,3,2023,1,MobileWorld Surat,Corsair India,Tablets,Microsoft,0.1,Business,In-Store
ST0047,VND0005,MSI-GE76,592797,4,TXN000436,8,12,2024,4,TechFusion Bangalore,HP India,Gaming Laptops,MSI,0.22,Student,Online
ST0003,VND0023,APL-IPD11,62399,1,TXN000437,5,5,2023,2,GadgetHub Bangalore,Panasonic India,Tablets,Apple,0.22,Mass Market,Online
ST0004,VND0026,HUA-P60,64399,1,TXN000438,23,3,2023,1,CompuZone Chennai,Huawei India,Smartphones,Huawei,0.08,Fitness,Online
ST0020,VND0038,GOP-7R,224999,1,TXN000439,21,7,2024,3,PeripheralPlus Kochi,Western Digital,Camera,GoPro,0.25,Mass Market,Online
ST0026,VND0009,APL-MBA13,114399,1,TXN000440,26,7,2024,3,ElectroMax Pune,Bose India,Laptops,Apple,0.12,Adventure,Online
ST0007,VND0001,LEN-T14,56249,1,TXN000441,16,11,2024,4,OfficeMax Pune,Apple Store Partner,Laptops,Lenovo,0.25,Professional,In-Store
ST0038,VND0015,KIN-K380,2249,1,TXN000442,17,4,2024,2,TechMart Bhopal,Xiaomi India,Accessories,Kinesis,0.25,Student,In-Store
ST0044,VND0018,DEL-XPS13,113999,1,TXN000443,13,3,2022,1,TechSpot Ahmedabad,Razer India,Laptops,Dell,0.05,Gaming,Online
ST0043,VND0038,SEN-A7IV,158399,1,TXN000444,13,1,2024,1,DigitalHub Coimbatore,Western Digital,Camera,Sony,0.12,Adventure,Online
ST0020,VND0015,MSI-GE76,174799,1,TXN000445,22,2,2023,1,PeripheralPlus Kochi,Xiaomi India,Gaming Laptops,MSI,0.08,Fitness,Online
ST0019,VND0006,INT-I712K,42749,1,TXN000446,19,3,2022,1,FitTech Coimbatore,Canon India,Processors,Intel,0.05,Adventure,Online
ST0009,VND0024,COR-K95,13199,1,TXN000447,8,10,2024,4,HomeTech Jaipur,GoPro India,Accessories,Corsair,0.12,Professional,In-Store
ST0004,VND0046,GOP-7R,254999,1,TXN000448,7,9,2024,3,CompuZone Chennai,Philips India,Camera,GoPro,0.15,Professional,Online
ST0035,VND0046,HAR-KAR3,169996,5,TXN000449,28,1,2023,1,GadgetGalaxy Jaipur,Philips India,Audio,Harman Kardon,0.15,Fitness,In-Store
ST0021,VND0033,LG-OLED55,169999,1,TXN000450,14,7,2024,3,PCWorld Ahmedabad,Tamron India,Television,LG,0.15,Fitness,Online
ST0012,VND0021,LEN-T14,63749,1,TXN000451,7,9,2023,3,SmartChoice Bhopal,Acer India,Laptops,Lenovo,0.15,Student,Online
ST0020,VND0017,NIK-Z6III,1062496,5,TXN000452,25,7,2023,3,PeripheralPlus Kochi,OnePlus India,Camera,Nikon,0.15,Student,Online
ST0021,VND0014,INT-I712K,206995,5,TXN000453,8,2,2024,1,PCWorld Ahmedabad,Lenovo India,Processors,Intel,0.08,Fitness,In-Store
ST0050,VND0013,HUA-P60,114798,2,TXN000454,17,8,2022,3,TechSphere Kolkata,TCL India,Smartphones,Huawei,0.18,Fitness,Online
ST0047,VND0029,LEN-T14,58499,1,TXN000455,27,3,2024,1,TechFusion Bangalore,Alienware India,Laptops,Lenovo,0.22,Gaming,Online
ST0038,VND0011,BOH-QC45,56998,2,TXN000456,25,8,2024,3,TechMart Bhopal,Sony India,Audio,Bose,0.05,Student,Online
ST0002,VND0032,TAM-2870,85499,1,TXN000457,1,7,2022,3,ElectroMart Delhi,Garmin India,Camera,Tamron,0.05,Student,Online
ST0014,VND0040,SAM-QN85,419999,2,TXN000458,10,1,2023,1,AudioWorld Kochi,Nvidia India,Television,Samsung,0.3,Gaming,Online
ST0044,VND0008,XIA-MI12,83998,3,TXN000459,26,9,2023,3,TechSpot Ahmedabad,Asus India,Smartphones,Xiaomi,0.3,Professional,Online
ST0032,VND0007,THI-X1C9,422397,3,TXN000460,18,7,2023,3,CyberMart Hyderabad,Nikon India,Laptops,ThinkPad,0.12,Gaming,Online
ST0024,VND0035,JAB-75T,44197,4,TXN000461,13,10,2022,4,AudioZone Mumbai,Intel India,Audio,Jabra,0.15,Premium,In-Store
ST0049,VND0033,XIA-MI12,29999,1,TXN000462,3,12,2024,4,DigitalEdge Hyderabad,Tamron India,Smartphones,Xiaomi,0.25,Adventure,In-Store
ST0049,VND0005,SEN-A7IV,590397,4,TXN000463,1,4,2024,2,DigitalEdge Hyderabad,HP India,Camera,Sony,0.18,Business,In-Store
ST0014,VND0018,GOP-7R,263999,1,TXN000464,18,7,2023,3,AudioWorld Kochi,Razer India,Camera,GoPro,0.12,Adventure,Online
ST0041,VND0044,LG-GRAM17,69999,1,TXN000465,5,6,2023,2,TechPlaza Surat,Zebronics India,Laptops,LG,0.3,Adventure,Online
ST0004,VND0003,TAM-2870,165598,2,TXN000466,18,10,2022,4,CompuZone Chennai,Sony India,Camera,Tamron,0.08,Premium,In-Store
ST0024,VND0047,HUA-P60,52499,1,TXN000467,13,5,2022,2,AudioZone Mumbai,Nothing India,Smartphones,Huawei,0.25,Mass Market,Online
ST0046,VND0037,BOH-QC45,107996,4,TXN000468,19,11,2023,4,GadgetCrave Delhi,Corsair India,Audio,Bose,0.1,Professional,In-Store
ST0009,VND0019,THI-X1C9,431997,3,TXN000469,3,4,2024,2,HomeTech Jaipur,Vivo India,Laptops,ThinkPad,0.1,Professional,Online
ST0010,VND0047,COR-K95,26998,2,TXN000470,17,9,2024,3,MobileMart Lucknow,Nothing India,Accessories,Corsair,0.1,Student,Online
ST0033,VND0041,FUJ-XT5,527996,5,TXN000471,18,9,2023,3,ElectronicsBay Kolkata,Kinesis India,Camera,Fujifilm,0.12,Fitness,Online
ST0015,VND0023,DEL-XPS13,93599,1,TXN000472,5,4,2022,2,ProCam Surat,Panasonic India,Laptops,Dell,0.22,Mass Market,Online
ST0034,VND0032,XIA-MI12,71998,2,TXN000473,16,8,2024,3,TechSavvy Pune,Garmin India,Smartphones,Xiaomi,0.1,Fitness,In-Store
ST0019,VND0039,LEN-T14,337496,5,TXN000474,19,7,2022,3,FitTech Coimbatore,Seagate India,Laptops,Lenovo,0.1,Gaming,Online
ST0021,VND0029,JBL-FLP6,10399,1,TXN000475,1,8,2023,3,PCWorld Ahmedabad,Alienware India,Audio,JBL,0.35,Mass Market,In-Store
ST0010,VND0038,HP-PAV15,82499,2,TXN000476,4,9,2023,3,MobileMart Lucknow,Western Digital,Laptops,HP,0.25,Gaming,In-Store
ST0039,VND0023,VIV-X90,123748,3,TXN000477,7,10,2024,4,ElectronicHub Nagpur,Panasonic India,Smartphones,Vivo,0.25,Professional,In-Store
ST0026,VND0042,THI-X1C9,124799,1,TXN000478,26,7,2024,3,ElectroMax Pune,Jabra India,Laptops,ThinkPad,0.22,Adventure,In-Store
ST0038,VND0029,POL-PLSBK,55197,3,TXN000479,2,7,2023,3,TechMart Bhopal,Alienware India,Audio,Polk,0.08,Adventure,Online
ST0033,VND0002,SON-WH1000,48748,3,TXN000480,11,2,2023,1,ElectronicsBay Kolkata,Samsung Electronics,Audio,Sony,0.35,Fitness,In-Store
ST0022,VND0013,LEN-T14,206997,3,TXN000481,5,9,2023,3,DataStore Bangalore,TCL India,Laptops,Lenovo,0.08,Business,Online
ST0021,VND0041,NIK-Z6III,614998,3,TXN000482,6,5,2022,2,PCWorld Ahmedabad,Kinesis India,Camera,Nikon,0.18,Student,Online
ST0047,VND0038,LG-OLED55,703996,4,TXN000483,25,6,2024,2,TechFusion Bangalore,Western Digital,Television,LG,0.12,Fitness,In-Store
ST0010,VND0041,AMD-R7700,95998,3,TXN000484,12,8,2022,3,MobileMart Lucknow,Kinesis India,Processors,AMD,0.2,Professional,In-Store
ST0015,VND0016,RAZ-BLA17,449998,3,TXN000485,14,3,2022,1,ProCam Surat,Fujifilm India,Gaming Laptops,Razer,0.25,Adventure,In-Store
ST0028,VND0005,APL-IPH14,134999,2,TXN000486,26,7,2024,3,DroneHub Bangalore,HP India,Smartphones,Apple,0.25,Fitness,Online
ST0047,VND0011,SAM-QN85,269999,1,TXN000487,3,9,2024,3,TechFusion Bangalore,Sony India,Television,Samsung,0.1,Business,Online
ST0025,VND0015,COR-K95,27598,2,TXN000488,16,7,2022,3,SoundMart Kolkata,Xiaomi India,Accessories,Corsair,0.08,Mass Market,In-Store
ST0036,VND0002,XIA-MI12,95998,3,TXN000489,13,5,2022,2,ElectroShop Lucknow,Samsung Electronics,Smartphones,Xiaomi,0.2,Business,Online
ST0047,VND0050,MSI-GE76,161499,1,TXN000490,24,2,2023,1,TechFusion Bangalore,Oppo India,Gaming Laptops,MSI,0.15,Business,In-Store
ST0008,VND0032,LG-OLED55,183999,1,TXN000491,18,9,2023,3,iStore Ahmedabad,Garmin India,Television,LG,0.08,Adventure,In-Store
ST0028,VND0025,SEA-2TB,23396,5,TXN000492,20,2,2024,1,DroneHub Bangalore,Microsoft India,Storage,Seagate,0.22,Fitness,Online
ST0046,VND0036,DEL-XPS13,101999,1,TXN000493,17,11,2022,4,GadgetCrave Delhi,AMD India,Laptops,Dell,0.15,Professional,Online
ST0044,VND0029,LG-OLED55,527997,3,TXN000494,8,10,2022,4,TechSpot Ahmedabad,Alienware India,Television,LG,0.12,Gaming,In-Store
ST0001,VND0023,APL-AW9,170996,4,TXN000495,26,3,2022,1,TechWorld Mumbai,Panasonic India,Wearables,Apple,0.05,Gaming,Online
ST0017,VND0037,WES-4TB,28077,4,TXN000496,22,6,2024,2,BudgetTech Nagpur,Corsair India,Storage,WD,0.22,Student,Online
ST0018,VND0007,SAM-QN85,791997,3,TXN000497,10,3,2023,1,AudioMart Pune,Nikon India,Television,Samsung,0.12,Gaming,In-Store
ST0003,VND0024,POL-PLSBK,15599,1,TXN000498,26,8,2023,3,GadgetHub Bangalore,GoPro India,Audio,Polk,0.22,Fitness,In-Store
ST0037,VND0044,CAN-EOS90,71999,1,TXN000499,6,6,2022,2,DigitalWorld Indore,Zebronics India,Camera,Canon,0.2,Premium,In-Store
ST0006,VND0038,VIV-X90,45099,1,TXN000500,3,7,2024,3,GameZone Hyderabad,Western Digital,Smartphones,Vivo,0.18,Premium,In-Store
ST0025,VND0007,LEN-T14,97499,2,TXN000501,10,3,2022,1,SoundMart Kolkata,Nikon India,Laptops,Lenovo,0.35,Student,In-Store
ST0037,VND0015,ACE-PH317,220998,2,TXN000502,17,1,2022,1,DigitalWorld Indore,Xiaomi India,Gaming Laptops,Acer,0.15,Fitness,In-Store
ST0009,VND0050,COR-K95,9749,1,TXN000503,26,9,2024,3,HomeTech Jaipur,Oppo India,Accessories,Corsair,0.35,Fitness,In-Store
ST0033,VND0035,NIK-Z6III,614998,3,TXN000504,14,8,2022,3,ElectronicsBay Kolkata,Intel India,Camera,Nikon,0.18,Student,Online
ST0040,VND0022,HAR-KAR3,27999,1,TXN000505,21,11,2023,4,GadgetStore Kochi,Harman Kardon,Audio,Harman Kardon,0.3,Gaming,In-Store
ST0029,VND0034,AMD-R7700,105597,3,TXN000506,4,5,2023,2,SmartHome Delhi,Logitech India,Processors,AMD,0.12,Premium,In-Store
ST0034,VND0007,GOP-7R,233999,1,TXN000507,17,2,2022,1,TechSavvy Pune,Nikon India,Camera,GoPro,0.22,Adventure,In-Store
ST0030,VND0034,APL-AW9,116997,4,TXN000508,7,2,2022,1,TechCenter Mumbai,Logitech India,Wearables,Apple,0.35,Adventure,In-Store
ST0008,VND0043,POL-PLSBK,29999,2,TXN000509,27,12,2023,4,iStore Ahmedabad,Lenovo India,Audio,Polk,0.25,Business,In-Store
ST0025,VND0038,MIC-SF8,292497,5,TXN000510,8,10,2024,4,SoundMart Kolkata,Western Digital,Tablets,Microsoft,0.35,Professional,Online
ST0027,VND0023,ONE-11R,44999,1,TXN000511,21,12,2023,4,MobileWorld Surat,Panasonic India,Smartphones,OnePlus,0.1,Premium,Online
ST0005,VND0022,THI-X1C9,103999,1,TXN000512,1,3,2022,1,PhotoPro Kolkata,Harman Kardon,Laptops,ThinkPad,0.35,Premium,In-Store
ST0045,VND0026,HAR-KAR3,37999,1,TXN000513,13,10,2024,4,ElectroVibe Mumbai,Huawei India,Audio,Harman Kardon,0.05,Premium,Online
ST0028,VND0016,INT-I712K,35099,1,TXN000514,27,9,2023,3,DroneHub Bangalore,Fujifilm India,Processors,Intel,0.22,Adventure,In-Store
ST0024,VND0048,SEA-2TB,10558,2,TXN000515,13,5,2023,2,AudioZone Mumbai,Bose India,Storage,Seagate,0.12,Fitness,Online
ST0015,VND0024,SAM-GAL23,205197,3,TXN000516,20,12,2024,4,ProCam Surat,GoPro India,Smartphones,Samsung,0.1,Business,In-Store
ST0039,VND0019,APL-IPH14,175498,3,TXN000517,19,10,2022,4,ElectronicHub Nagpur,Vivo India,Smartphones,Apple,0.35,Fitness,Online
ST0003,VND0003,HP-PAV15,131998,3,TXN000518,27,11,2024,4,GadgetHub Bangalore,Sony India,Laptops,HP,0.2,Professional,Online
ST0049,VND0012,HUA-P60,227497,5,TXN000519,9,11,2024,4,DigitalEdge Hyderabad,MSI India,Smartphones,Huawei,0.35,Professional,Online
ST0003,VND0024,ASU-ROG17,255998,2,TXN000520,14,1,2023,1,GadgetHub Bangalore,GoPro India,Gaming Laptops,Asus,0.2,Adventure,Online
ST0003,VND0012,NVI-RTX40,323996,4,TXN000521,20,9,2024,3,GadgetHub Bangalore,MSI India,Graphics Cards,Nvidia,0.1,Premium,In-Store
ST0017,VND0005,DEL-XPS13,93599,1,TXN000522,17,8,2022,3,BudgetTech Nagpur,HP India,Laptops,Dell,0.22,Gaming,Online
ST0035,VND0004,ONE-11R,43999,1,TXN000523,12,1,2024,1,GadgetGalaxy Jaipur,LG Electronics,Smartphones,OnePlus,0.12,Business,In-Store
ST0042,VND0003,SAM-TAB8,28699,1,TXN000524,27,5,2024,2,ElectroCenter Vadodara,Sony India,Tablets,Samsung,0.18,Adventure,Online
ST0021,VND0025,HUA-P60,157498,3,TXN000525,15,3,2023,1,PCWorld Ahmedabad,Microsoft India,Smartphones,Huawei,0.25,Business,In-Store
ST0043,VND0011,INT-I712K,70198,2,TXN000526,2,10,2024,4,DigitalHub Coimbatore,Sony India,Processors,Intel,0.22,Business,In-Store
ST0016,VND0008,ASU-ROG17,303998,2,TXN000527,28,8,2024,3,ConnectStore Vadodara,Asus India,Gaming Laptops,Asus,0.05,Adventure,Online
ST0046,VND0033,SON-WH1000,89996,4,TXN000528,16,3,2023,1,GadgetCrave Delhi,Tamron India,Audio,Sony,0.1,Premium,In-Store
ST0028,VND0017,MSI-GE76,132999,1,TXN000529,14,1,2023,1,DroneHub Bangalore,OnePlus India,Gaming Laptops,MSI,0.3,Student,Online
ST0006,VND0041,ONE-11R,155997,4,TXN000530,17,7,2024,3,GameZone Hyderabad,Kinesis India,Smartphones,OnePlus,0.22,Fitness,In-Store
ST0020,VND0027,HUA-P60,66499,1,TXN000531,28,10,2023,4,PeripheralPlus Kochi,LG Electronics,Smartphones,Huawei,0.05,Fitness,In-Store
ST0028,VND0038,NIK-Z6III,194999,1,TXN000532,25,9,2024,3,DroneHub Bangalore,Western Digital,Camera,Nikon,0.22,Mass Market,In-Store
ST0031,VND0030,PAN-GH6,179999,1,TXN000533,27,4,2024,2,DigitalStore Chennai,Polk Audio,Camera,Panasonic,0.1,Professional,In-Store
ST0015,VND0017,GAR-WTC6,45998,2,TXN000534,21,12,2022,4,ProCam Surat,OnePlus India,Wearables,Garmin,0.08,Mass Market,In-Store
ST0019,VND0014,APL-AW9,38249,1,TXN000535,18,2,2024,1,FitTech Coimbatore,Lenovo India,Wearables,Apple,0.15,Fitness,In-Store
ST0009,VND0030,SAM-TAB8,96597,3,TXN000536,24,11,2023,4,HomeTech Jaipur,Polk Audio,Tablets,Samsung,0.08,Professional,In-Store
ST0020,VND0039,REA-11PRO,24599,1,TXN000537,19,12,2023,4,PeripheralPlus Kochi,Seagate India,Smartphones,Realme,0.18,Gaming,In-Store
ST0025,VND0049,JAB-75T,49396,4,TXN000538,19,2,2022,1,SoundMart Kolkata,DJI India,Audio,Jabra,0.05,Gaming,Online
ST0023,VND0020,APL-IPD11,62399,1,TXN000539,9,6,2023,2,GraphicsHub Chennai,JBL India,Tablets,Apple,0.22,Fitness,In-Store
ST0015,VND0019,ZEB-ZEB55,3599,1,TXN000540,4,7,2024,3,ProCam Surat,Vivo India,Audio,Zebronics,0.1,Student,Online
ST0038,VND0022,HP-PAV15,45099,1,TXN000541,28,12,2022,4,TechMart Bhopal,Harman Kardon,Laptops,HP,0.18,Professional,In-Store
ST0037,VND0020,APL-IPD11,65599,1,TXN000542,7,7,2023,3,DigitalWorld Indore,JBL India,Tablets,Apple,0.18,Fitness,Online
ST0006,VND0002,INT-I712K,29249,1,TXN000543,17,12,2023,4,GameZone Hyderabad,Samsung Electronics,Processors,Intel,0.35,Professional,Online
ST0023,VND0021,LG-OLED55,279999,2,TXN000544,1,11,2024,4,GraphicsHub Chennai,Acer India,Television,LG,0.3,Student,Online
ST0039,VND0005,ZEB-ZEB55,3279,1,TXN000545,14,7,2024,3,ElectronicHub Nagpur,HP India,Audio,Zebronics,0.18,Fitness,In-Store
ST0037,VND0007,INT-I712K,73798,2,TXN000546,26,8,2022,3,DigitalWorld Indore,Nikon India,Processors,Intel,0.18,Professional,Online
ST0029,VND0010,INT-I712K,42749,1,TXN000547,19,4,2024,2,SmartHome Delhi,Dell India,Processors,Intel,0.05,Premium,Online
ST0002,VND0018,SON-WH1000,58498,3,TXN000548,3,8,2022,3,ElectroMart Delhi,Razer India,Audio,Sony,0.22,Business,In-Store
ST0050,VND0033,CAN-EOS90,337496,5,TXN000549,15,5,2022,2,TechSphere Kolkata,Tamron India,Camera,Canon,0.25,Gaming,In-Store
ST0005,VND0045,APL-IPH14,341996,4,TXN000550,10,9,2022,3,PhotoPro Kolkata,Steam India,Smartphones,Apple,0.05,Fitness,Online
ST0032,VND0024,SEA-2TB,11038,2,TXN000551,3,9,2024,3,CyberMart Hyderabad,GoPro India,Storage,Seagate,0.08,Adventure,In-Store
ST0007,VND0011,TCL-55C8,74799,1,TXN000552,2,12,2023,4,OfficeMax Pune,Sony India,Television,TCL,0.12,Professional,Online
ST0005,VND0006,HUA-P60,111998,2,TXN000553,7,11,2022,4,PhotoPro Kolkata,Canon India,Smartphones,Huawei,0.2,Gaming,Online
ST0017,VND0018,TCL-55C8,69699,1,TXN000554,15,9,2023,3,BudgetTech Nagpur,Razer India,Television,TCL,0.18,Professional,In-Store
ST0004,VND0013,FUJ-XT5,93599,1,TXN000555,27,9,2022,3,CompuZone Chennai,TCL India,Camera,Fujifilm,0.22,Adventure,Online
ST0016,VND0032,TAM-2870,82799,1,TXN000556,27,5,2022,2,ConnectStore Vadodara,Garmin India,Camera,Tamron,0.08,Professional,In-Store
ST0034,VND0042,PHI-55PUS,62399,1,TXN000557,3,8,2023,3,TechSavvy Pune,Jabra India,Television,Philips,0.22,Professional,In-Store
ST0015,VND0047,TAM-2870,134999,2,TXN000558,26,8,2023,3,ProCam Surat,Nothing India,Camera,Tamron,0.25,Professional,In-Store
ST0049,VND0044,APL-MBA13,426397,4,TXN000559,13,10,2024,4,DigitalEdge Hyderabad,Zebronics India,Laptops,Apple,0.18,Premium,Online
ST0040,VND0023,PHI-55PUS,227997,3,TXN000560,1,1,2022,1,GadgetStore Kochi,Panasonic India,Television,Philips,0.05,Fitness,Online
ST0022,VND0040,HP-PAV15,151797,3,TXN000561,13,2,2022,1,DataStore Bangalore,Nvidia India,Laptops,HP,0.08,Premium,In-Store
ST0050,VND0041,MIC-SF8,147598,2,TXN000562,24,10,2023,4,TechSphere Kolkata,Kinesis India,Tablets,Microsoft,0.18,Mass Market,In-Store
ST0036,VND0043,NVI-RTX40,116999,2,TXN000563,11,5,2022,2,ElectroShop Lucknow,Lenovo India,Graphics Cards,Nvidia,0.35,Adventure,Online
ST0005,VND0021,APL-IPH14,229497,3,TXN000564,13,11,2024,4,PhotoPro Kolkata,Acer India,Smartphones,Apple,0.15,Premium,Online
ST0025,VND0027,APL-IPD11,59999,1,TXN000565,3,12,2024,4,SoundMart Kolkata,LG Electronics,Tablets,Apple,0.25,Mass Market,Online
ST0017,VND0042,SAM-QN85,269999,1,TXN000566,12,7,2022,3,BudgetTech Nagpur,Jabra India,Television,Samsung,0.1,Fitness,Online
ST0006,VND0030,WES-4TB,7919,1,TXN000567,21,12,2022,4,GameZone Hyderabad,Polk Audio,Storage,WD,0.12,Mass Market,Online
ST0016,VND0049,NVI-RTX40,292497,5,TXN000568,26,9,2024,3,ConnectStore Vadodara,DJI India,Graphics Cards,Nvidia,0.35,Professional,Online
ST0048,VND0041,STE-DECK,42499,1,TXN000569,7,2,2023,1,ElectroFlow Chennai,Kinesis India,Gaming Console,Steam,0.15,Business,In-Store
ST0042,VND0024,GAR-WTC6,45998,2,TXN000570,25,11,2022,4,ElectroCenter Vadodara,GoPro India,Wearables,Garmin,0.08,Student,In-Store
ST0023,VND0023,REA-11PRO,38999,2,TXN000571,12,3,2024,1,GraphicsHub Chennai,Panasonic India,Smartphones,Realme,0.35,Mass Market,In-Store
ST0035,VND0014,AMD-R7700,35199,1,TXN000572,24,2,2024,1,GadgetGalaxy Jaipur,Lenovo India,Processors,AMD,0.12,Adventure,In-Store
ST0012,VND0013,MSI-GE76,902495,5,TXN000573,5,3,2022,1,SmartChoice Bhopal,TCL India,Gaming Laptops,MSI,0.05,Professional,In-Store
ST0019,VND0021,LOG-MX3,15198,2,TXN000574,14,3,2024,1,FitTech Coimbatore,Acer India,Accessories,Logitech,0.05,Adventure,Online
ST0003,VND0024,REA-11PRO,47998,2,TXN000575,14,5,2024,2,GadgetHub Bangalore,GoPro India,Smartphones,Realme,0.2,Professional,Online
ST0012,VND0004,STE-DECK,32499,1,TXN000576,17,6,2024,2,SmartChoice Bhopal,LG Electronics,Gaming Console,Steam,0.35,Premium,In-Store
ST0005,VND0040,ACE-PH317,233998,2,TXN000577,23,1,2024,1,PhotoPro Kolkata,Nvidia India,Gaming Laptops,Acer,0.1,Business,Online
ST0044,VND0039,ONE-11R,84998,2,TXN000578,10,8,2024,3,TechSpot Ahmedabad,Seagate India,Smartphones,OnePlus,0.15,Premium,In-Store
ST0004,VND0040,MSI-GE76,180499,1,TXN000579,8,1,2023,1,CompuZone Chennai,Nvidia India,Gaming Laptops,MSI,0.05,Adventure,Online
ST0044,VND0019,COR-K95,28498,2,TXN000580,20,11,2023,4,TechSpot Ahmedabad,Vivo India,Accessories,Corsair,0.05,Premium,In-Store
ST0020,VND0003,MIC-SF8,152998,2,TXN000581,26,11,2024,4,PeripheralPlus Kochi,Sony India,Tablets,Microsoft,0.15,Fitness,In-Store
ST0046,VND0013,FUJ-XT5,383997,4,TXN000582,1,8,2023,3,GadgetCrave Delhi,TCL India,Camera,Fujifilm,0.2,Adventure,Online
ST0021,VND0034,TCL-55C8,76499,1,TXN000583,12,12,2024,4,PCWorld Ahmedabad,Logitech India,Television,TCL,0.1,Premium,Online
ST0004,VND0041,ALI-M15,48749,1,TXN000584,15,8,2022,3,CompuZone Chennai,Kinesis India,Gaming Laptops,Alienware,0.25,Premium,In-Store
ST0026,VND0028,JAB-75T,59795,5,TXN000585,1,4,2023,2,ElectroMax Pune,Realme India,Audio,Jabra,0.08,Student,Online
ST0050,VND0045,POL-PLSBK,79996,5,TXN000586,2,6,2023,2,TechSphere Kolkata,Steam India,Audio,Polk,0.2,Fitness,In-Store
ST0028,VND0012,APL-MBA13,571996,5,TXN000587,12,4,2023,2,DroneHub Bangalore,MSI India,Laptops,Apple,0.12,Premium,In-Store
ST0038,VND0007,FUJ-XT5,98399,1,TXN000588,13,7,2023,3,TechMart Bhopal,Nikon India,Camera,Fujifilm,0.18,Fitness,In-Store
ST0002,VND0025,LG-GRAM17,179998,2,TXN000589,4,4,2023,2,ElectroMart Delhi,Microsoft India,Laptops,LG,0.1,Student,In-Store
ST0042,VND0003,NIK-Z6III,204999,1,TXN000590,15,11,2024,4,ElectroCenter Vadodara,Sony India,Camera,Nikon,0.18,Business,In-Store
ST0019,VND0012,THI-X1C9,287998,2,TXN000591,10,12,2023,4,FitTech Coimbatore,MSI India,Laptops,ThinkPad,0.1,Adventure,Online
ST0031,VND0045,SON-WH1000,65997,3,TXN000592,22,8,2022,3,DigitalStore Chennai,Steam India,Audio,Sony,0.12,Student,In-Store
ST0028,VND0047,SAM-TAB8,99747,3,TXN000593,2,5,2024,2,DroneHub Bangalore,Nothing India,Tablets,Samsung,0.05,Professional,Online
ST0038,VND0006,POL-PLSBK,17999,1,TXN000594,27,8,2022,3,TechMart Bhopal,Canon India,Audio,Polk,0.1,Student,Online
ST0026,VND0026,RAZ-BLA17,189999,1,TXN000595,6,7,2024,3,ElectroMax Pune,Huawei India,Gaming Laptops,Razer,0.05,Adventure,Online
ST0039,VND0041,THI-X1C9,393598,3,TXN000596,8,4,2022,2,ElectronicHub Nagpur,Kinesis India,Laptops,ThinkPad,0.18,Professional,Online
ST0006,VND0041,XIA-MI12,35999,1,TXN000597,10,10,2022,4,GameZone Hyderabad,Kinesis India,Smartphones,Xiaomi,0.1,Professional,In-Store
ST0004,VND0050,XIA-MI12,155996,5,TXN000598,24,3,2023,1,CompuZone Chennai,Oppo India,Smartphones,Xiaomi,0.22,Adventure,Online
ST0003,VND0046,VIV-X90,43999,1,TXN000599,15,4,2023,2,GadgetHub Bangalore,Philips India,Smartphones,Vivo,0.2,Adventure,In-Store
ST0010,VND0005,BOH-QC45,56998,2,TXN000600,25,9,2023,3,MobileMart Lucknow,HP India,Audio,Bose,0.05,Student,In-Store
ST0009,VND0006,JAB-75T,11959,1,TXN000601,4,7,2024,3,HomeTech Jaipur,Canon India,Audio,Jabra,0.08,Mass Market,In-Store
ST0027,VND0047,MIC-SF8,382496,5,TXN000602,16,1,2023,1,MobileWorld Surat,Nothing India,Tablets,Microsoft,0.15,Business,In-Store
ST0035,VND0005,PAN-GH6,351998,2,TXN000603,28,1,2023,1,GadgetGalaxy Jaipur,HP India,Camera,Panasonic,0.12,Gaming,In-Store
ST0002,VND0002,VIV-X90,50599,1,TXN000604,27,8,2023,3,ElectroMart Delhi,Samsung Electronics,Smartphones,Vivo,0.08,Professional,In-Store
